题目T1,作者A1,地址AD,年份YR
互联网金融:风险、监管与发展,黄文妍;段文奇;,浙江师范大学经济与管理学院;,2015
海尔财务信息化系统的构建与运行,彭家钧;,海尔集团管理创新研究院;,2015
面向中国制造业的工业工程应用与挑战,黄毅敏;齐二石;刘洪伟;李天博;,天津大学管理与经济学部;,2015
大数据视角下的未来人居——清华大学“大数据与未来人居”学术研讨会综述,邵磊;厉基巍;杨春志;,清华大学建筑学院;清华大学恒隆房地产研究中心;清华大学建设管理系;《城市发展研究》编辑部;,2015
城乡差异背景下农村征信体系的建构对策,朱莉;李天德;贾立;,四川大学经济学院;,2015
依存距离最小化是人类语言的普遍规律吗?,徐春山;梁君英;,浙江大学外国语言文化与国际交流学院;,2015
我国非物质文化遗产数字化保护的现状与问题分析,宋俊华;王明月;,中山大学中国非物质文化遗产研究中心、文化遗产传承与数字化保护协同创新中心;中山大学中国非物质文化遗产研究中心;,2015
开放政府数据研究:概念辨析、关键因素及其互动关系,郑磊;,复旦大学国际关系与公共事务学院;复旦大学数字与移动治理实验室;,2015
互联网与大数据环境下隐私保护困境与规则探讨,陈堂发;,南京大学新闻传播学院;,2015
突发事件应急决策的情报支持作用研究,储节旺;郭春侠;,安徽大学管理学院;,2015
惩治与预防:大数据时代的高校腐败犯罪,程莹;,河南理工大学文法学院;,2015
大数据时代公共信息产品政府供给的策略研究,孙凡;杨周南;,山西财经大学;财政部财政科学研究所;,2015
建成五大数据库  推进管理信息化,郑学工;,国家统计局核算司;,2015
移动终端大数据,姜澍;,国家统计局科研所;,2015
大数据时代的高校德育:从单一走向多元,郑琰;,华南师范大学教育科学学院;,2015
翻转课堂教学模式的伦理省思,刘永琪;胡凡刚;,曲阜师范大学传媒学院;,2015
乡村人口转移与农业产业化发展,焦红;蒋炳宇;,东北林业大学土木工程学院;,2015
“互联网+”时代的电子化人力资源管理:理论演化与建构方向,李晋;刘洪伟1;刘善堂;,南京师范大学商学院;南京师范大学学生工作处;,2015
MOOC学习行为的国际比较研究——以“财务分析与决策”课程为例,薛宇飞;黄振中;石菲;,清华大学计算机系;清华大学教育研究院;,2015
大数据时代背景下高校学生评教变革,石秀英;许法文;,山东万杰医学院;,2015
媒体新常态中传统主流媒体的舆论引导,邢丽梅;顾理平;,江苏常州工学院教育与人文学院;南京师范大学新闻与传播学院;,2015
基于微信公众号的高校辅导员工作创新研究,黄静;,上海大学社会科学学院;上海对外经贸大学商务信息学院;,2015
基于大数据的移动互联网RTB广告精准投放模式及其营销策略探析,许正林;杨瑶;,上海大学影视艺术技术学院;,2015
大数据时代比较教育研究范式的转型,刘宝存;杨尊伟;,北京师范大学国际与比较教育研究院;曲阜师范大学教育科学学院;,2015
关于我国虚拟产业集群发展的思考,吴哲坤;金兆怀;,东北师范大学地理科学学院;东北师范大学经济学院;,2015
媒体融合中公共服务的价值回归与大数据实现,胡悦;王超然;,厦门大学新闻传播学院;,2015
西部本土广告公司竞争力及其发展路径研究——基于西安本土广告公司的市场调研分析,李亦宁;刘丽;,西安工业大学人文学院;西安交通大学人文学院;西安工程大学;,2015
大数据环境下多源信息融合的理论与应用探讨,化柏林;李广建;,北京大学信息管理系;,2015
图书馆管理服务创新与下一代图书馆管理系统——以Intota和Alma为例,韩佳;汪莉莉;,南京图书馆;东华大学图书馆;,2015
SaaS模式的图书馆新媒体融合系统2.0构建,李潺;,井冈山大学图书馆;,2015
基于情景化用户偏好的图书馆满意度模型构建研究,黄传慧;,中南民族大学公共管理学院;,2015
互联网思维环境下智慧图书馆发展的思考,陈远;蔡金奎;许亮;,武汉大学信息管理学院;,2015
从中美研究型大学图书馆的机构设置观其学术特征,陈雁;,北京理工大学图书馆;,2015
现代信息服务业的创新模式研究,姚伟;张榕榕;刘丽敏;张秀;张俊;林春雪;,天津科技大学经济与管理学院;南开大学滨海学院;沈阳药科大学组织人事部;,2015
美国数字新闻媒体商业经营模式创新探索,李华1;马怡雯;,南昌大学新闻与传播学院;星海音乐学院;,2015
试论大数据时代数字出版内容生产方式转型,庞燕;程艳林;,浙江万里学院;,2015
教育出版的大数据思维,姜涛;,北京师范大学出版集团;,2015
核心期刊评选后效应的存在性——来自百度指数的统计证据,李勇;邵钟钰;,重庆大学经济与工商管理学院;,2015
基于专利信息的科技创新趋势探测:理论与方法,刘向;万小萍;马费成;,华中师范大学信息管理学院;武汉大学信息资源研究中心;,2015
从可读走向可视——论情报研究成果的可视化,谭玉珊;高辉;,中国国防科技信息中心;,2015
混合信息可视化研究——以实时网络攻击可视化设计案例为例,胡蓉;,南京大学信息管理学院;西南大学计算机与信息科学学院;,2015
网络自制背景下的大数据应用生态——从“互联网+”到“传媒+”的文本实现路径,刘旸;,NA,2015
国内网媒可视化数据新闻探析,史历峰;,郑州大学新闻与传播学院;,2015
大数据在学术图书按需出版中的运用,雷鸣;张钰婷;,湖南大学出版社;湖南大学新闻传播与影视艺术学院;,2015
演变中的学术环境和图书馆资源建设新方向——第三届中美高校图书馆合作发展论坛会议综述,王晶晶;朱本军;肖珑;,北京大学图书馆;,2015
大数据思维形成的两种视角:信息技术驱动及应用拓展,胡小明;,中国信息协会;,2015
泛综合评价信息集成框架求解算法及应用,易平涛;李伟伟;郭亚军;,东北大学工商管理学院;,2015
大数据驱动下的国际投资新契机,李洪涛;隆云滔;,商务部国际贸易经济合作研究院;中国科学院科技战略咨询研究院;,2015
移动互联网冲击下的我国通信运营商发展战略研究,马晓白;宋雪思;金超;,国务院发展研究中心企业研究所;中国移动通信集团有限公司;北京大学汇丰商学院;,2015
第一届网络经济学与大数据国际研讨会(NEBD)会议综述,邓涵中;陈凌森;,清华大学经济学研究所;,2015
在线供应链金融中银行与B2B平台的激励契约研究,史金召;郭菊娥;晏文隽;,西安交通大学管理学院;,2015
我国政府数字化审计平台能力成熟度模型研究,牛艳芳;薛岩;孟祥宇;,山东财经大学会计学院;山东省审计厅计算机信息中心;,2015
商业银行服务“新三农”问题与政策研究,程凤朝;刘献良;,湖南大学;中国农业银行三农政策与业务创新部;,2015
大数据时代下程序化交易研究现状及风险监测方案探讨,刘伟伟;,上海金融学院;上海市金融信息技术研究重点实验室(上海财经大学);,2015
论驱动信息化银行的“三驾马车”:数字服务、大数据及信息安全,宫哲;万适;,中国农业银行总行;清华大学经济管理学院;,2015
大数据背景下推进青海医疗档案信息共享服务对策探析,郭瑛;,青海大学附属医院办公室;,2015
序,吴丹;,武汉大学信息管理学院;,2015
开放医学科学数据平台调查研究,李翼;吴丹;,武汉大学信息管理学院;,2015
论大数据对中国动画电影产业的影响,朱瑞权;,浙江理工大学;,2015
信息化时差背景下政府治理创新模式研究,胡均民;孙旭宁;,中共广西区直机关党校;中共广西区直机关党校科研办;,2015
互联网金融:创新、风险及其监管政策研究,牛强;胡艺;,东南大学经济管理学院;安徽工业大学;,2015
英美高校创业教育的发展经验,李平;,南京理工大学外国语学院;,2015
大数据在媒体运营中的应用及思考,黄升民;吴殿义;,中国传媒大学广告学院;,2015
学生管理育人本位的复归:美国学生惩戒研究最新进展及其启示,刘长海;,华中科技大学教育科学研究院;,2015
高校培育和践行社会主义核心价值观的长效机制建设探析,朱健;,上海交通大学党委办公室;,2015
专利审查员引文的特征与价值,肖冬梅;陈颖;,湘潭大学知识产权学院;,2015
美国高校数据管护实证研究及启示,刘桂锋;卢章平;沙振江;,江苏大学科技信息研究所;,2015
图书馆电子书借阅服务架构研究,牛现云;刘术华;童忠勇;,国家图书馆;,2015
利用AMLC检测结果遴选审稿专家的实践,边书京;陆文昌;张志钰;杨锦莲;,华中农业大学期刊社;,2015
基于知识发现系统的学科知识图谱可视化实证研究——以知识产权研究文献为例,王弋;王亚秋;王煦;,河北农业大学;,2015
众创空间:图书馆未来空间设置的方向,邱进友;,广州医科大学图书馆;,2015
再造央行4.0:新常态下的中国金融改革顶层设计,邓海清;陈曦;,NA,2015
个人信息盗窃灰色产业链的技术手段与法律规制,何培育;蒋启蒙;,重庆理工大学知识产权学院;,2015
大数据产业革命:重构DT时代的企业数据解决方案,THOMAS R;MCSHARRY P;胥星静;,NA,2015
“互联网+”文化产业发展的对策与模式创新,黄芙蓉;,湖北第二师范学院文学院;,2015
弹幕、场景和社会角色的改变,谭雪芳;,福建师范大学传播学院;,2015
互联网正能量教育与主动介入型教育模式研究,王东;孙彬;,新疆教育学院计算机教育分院;新疆财经大学计算机工程学院;,2015
高校图书馆大学生数据素养教育探析,吴晶娥;,电子科技大学中山学院图书馆;,2015
应用微信公众平台开展大学生思想政治教育工作的四个着力点,刘际飞;吴惠;,北京石油化工学院党委学工部;北京石油化工学院校办;,2015
关于MOOCs的“热追捧”与“冷思考”,何克抗;,北京师范大学教育信息技术协同创新中心;,2015
大数据时代我国文献计量应用研究现状及服务实践策略研究,朱锁玲;唐惠燕;倪峰;陈蓉蓉;施文;,南京农业大学图书馆;,2015
媒体融合:问题和趋势,胡占凡;,中国广播电影电视社会组织联合会;,2015
移动互联网舆论传播与演化机制研究,柯赟;,武汉工商学院;,2015
关注市场化征信,纪崴;,NA,2015
基于云会计的企业筹资管理探究,曹惠玲;戴军;,苏州工业园区服务外包职业学院;,2015
规划行业发展大数据呼唤顶层设计,胡海;,中国城市规划学会新技术应用学术委员会;广州市城市规划自动化中心网站管理部;,2015
我国智慧社区建设的困境与出路,李国青;李毅1;,东北大学文法学院;,2015
数据之桥飞架  天堑变通途——谈数据可视国产化,彭禹诚;,国家统计局资料中心;,2015
探索适合中国国情和高等教育教学需求的“中国大学MOOC”,吴博;,全国高等学校教学研究中心教学研究室;全国高等学校教学研究中心爱课程中心;,2015
互联网环境下大学生思想状况分析,刘新跃;,安徽工业大学;,2015
大数据时代下税收征管问题研究,李睿;李星莹;,内蒙古鄂尔多斯市伊金霍洛旗国家税务局;天津工业大学;,2015
序,黄微;,吉林大学管理学院;,2015
新硬件时代的图书馆服务初探,任晓锋;,榆林学院图书馆;,2015
我国文体用品出厂价格指数研究,林森;,西安交通大学;陕西科技大学;,2015
基于大数据算法的纳税遵从风险的行为轨迹与动机,孙存一;王敏;,中国人民大学财政金融学院;云南财经大学财政与经济学院;,2015
中国国家资产负债表谱系及编制的方法论,李金华;,中国社会科学院数量经济与技术经济研究所;中国数量经济学会;,2015
主动反思意识与审美认知模式的构建——以《纸牌屋》的特定受众为例分析,王博;,吉林大学文学院;,2015
大数据时代高校思想政治教育方法创新研究,王寿林;,空军指挥学院科研部;,2015
数据新闻:一个亟待确立专业规范的领域——基于国内五个数据新闻栏目的定量研究,方洁;高璐;,中国人民大学新闻学院;中国人民大学新闻与社会发展研究中心;,2015
大数据背景下遗传算法在投资组合优化中的效果研究,齐岳;林龙;王治皓;,南开大学中国公司治理研究院;南开大学商学院;,2015
打造智慧党建平台  创新党建工作模式——研究生党员网上民主评议制度的探索与实践,张小平;钱婷;任怀艺;,清华大学党委研究生工作部;,2015
适应大数据环境  建设情报工程学科,曾建勋;,NA,2015
从JoI期刊载文窥探计量学主题演化与学科交叉,吴亚平;陈迪;王继民;,北京大学信息管理系;,2015
推进国家治理体系和治理能力现代化,欧阳康;,华中科技大学国家治理研究院;,2015
数据挖掘方法及其在我国财政管理领域的应用,朱鑫榕;,中国人民大学商学院;,2015
基于知识共享的专业虚拟社区用户忠诚度挖掘,谷斌;徐菁;,华南理工大学经济与贸易学院;,2015
基于数据挖掘的学生投入模型与学习分析,舒忠梅;徐晓东;屈琼斐;,中山大学教育学院;华南师范大学教育信息技术学院;,2015
主成分集成评价方法的问题探析与模型拓展,王德青;李凯风;周娇;,中国矿业大学管理学院;,2015
基于物联网的体育教学平台设计,李尚滨;王德才;刘英爽;赵培禹;,哈尔滨工程大学体育部;哈尔滨工程大学信息化处网络信息中心;,2015
一种基于C5.0决策树的客户流失预测模型研究,张宇1;张之明;,西安交通大学经济与金融学院;陕西省邮政公司电子商务局;武警工程大学信息工程系;,2015
基于百度指数核心期刊影响后效应的分析,王术;,华南农业大学经济管理学院;,2015
面向网络舆情的动态知识需求分析,郭韧;陈福集;杨琛璐;,华侨大学工商管理学院;福州大学经济与管理学院;,2015
学术个体研究方向的关联分析——以中国情报学领域为例,杨建林;,南京大学信息管理学院;,2015
近十年来我国信息资源整合研究综述,夏日;王宗宝;,安徽财经大学管理科学与工程学院;,2015
基于决策树方法的专利被引影响因素研究,吕璐成;刘娅;杨冠灿;,中国科学技术信息研究所战略研究中心;,2015
基于中文文献的反恐情报研究分析,刘武英;张薇;李本先;白燕琼;,陕西省科学技术信息研究所;武警警官学院;国防科学技术大学军信系;,2015
科技信息资源开发利用现状与对策研究,秦利;王晓云;赵晋巍;,中国国防科技信息中心图书馆;,2015
我国P2P网络借贷信用风险影响因素研究——基于排序选择模型的实证分析,肖曼君;欧缘媛;李颖1;,湖南大学金融与统计学院;,2015
MOOC本土化的可行性和关注点——基于MOOC平台的大学物理课程混合式教学实践,门路;王祖源;何博;,同济大学物理科学与工程学院;,2015
心理信息学:网络信息时代下的心理学新发展,薛婷;陈浩;赖凯声;董颖红;乐国安;,天津中医药大学管理学院;阿姆斯特丹自由大学社会科学学院社会学系;南开大学周恩来政府管理学院社会心理学系;鲁东大学教育科学学院心理系;,2015
民事司法程序的实证评估,樊传明;,华东师范大学法律系;,2015
国际瑜伽研究演进脉络与前沿动态的体育竞争情报分析,刘兰娟;司虎克;刘成;,上海体育学院;东华大学;,2015
公共体育产品的公共性偏移与保护,杜江;,上海体育学院;沈阳体育学院;,2015
自适应基因表达式程序设计在远程教育招生数据分析中的应用研究,朱翠云;贺亚锋;成中梅;龚文引;,中国地质大学(武汉)远程与继续教育学院;中国地质大学(武汉)计算机学院;,2015
基于领域知识和聚类的关联规则深层知识发现研究,张玲玲;周全亮;唐广文;李兴森;石勇;,中国科学院大学管理学院;中国科学院虚拟经济与数据科学研究中心;中国科学院大数据挖掘与知识管理重点实验室;英大泰和财产保险股份有限公司;浙江大学宁波学院;,2015
专利信息可视化分析系统的模型构建与实现,杨忠;文庭孝;刘晓英;,湘潭大学法学院知识产权学院;中南大学医药信息系;中南大学图书馆;,2015
专利信息可视化分析系统的现状与技术基础,刘晓英;文庭孝;杨忠;,中南大学图书馆;中南大学医药信息系;湘潭大学法学院知识产权学院;,2015
个性化推荐对网络用户个体信息环境的影响,叶明睿;,中国传媒大学新闻传播学部电视学院;,2015
客户特征对商业银行信用卡业务盈利水平的影响,王星;金淳;李延喜;,大连理工大学管理与经济学部;,2015
基于投入产出表数据挖掘的物流业乘数,熊浩;鄢慧丽;,海南大学经济与管理学院;海南大学旅游学院;,2015
环保物联网全球发展动态专利情报研究——以垃圾回收利用领域为例,王晰巍;魏骏巍;李嘉兴;郭宇;,吉林大学管理学院;,2015
智慧环境下的学习资源建设研究,郑旭东;杨现民;岳婷燕;,江苏师范大学教育研究院;,2015
在线学习自动评价模式构建与应用研究,魏顺平;,国家开放大学信息化部(工程中心);,2015
分布式环境下的文本聚类研究与实现,赵华茗;,中国科学院文献情报中心;,2015
一种基于RFM模型数据挖掘处理双阶段客户关联分类方法,杨彬;,西安交通大学经济与金融学院;,2015
学术虚拟社区信息运动规律研究,毕强;贯君;赵夷平;,吉林大学管理学院;,2015
核心期刊评选影响了读者的关注度吗——来自农业期刊的证据,王术;王斌会;,华南农业大学经济管理学院;暨南大学管理学院;,2015
基于数据仓库的上海图书馆流通分析报告实践,宋歌笙;刘靓洲;,上海图书馆;,2015
技术关联性网络挖掘的研究框架:以4G技术为例,周磊;杨威;张玉峰;,武汉纺织大学会计学院;武汉东湖新技术开发区管委会;武汉大学信息管理学院;,2015
云端鉴识取证的障碍分析与应对策略,蒋洁;王思义;何亮亮;,南京信息工程大学公共管理学院;南京信息工程大学滨江学院;,2015
中国进出口许可证综合领先指数及其监测预警研究,唐宜红;沈琪;侯佳;,中央财经大学国际经济与贸易学院;,2015
司法文化的社会化与大众化——基于9省市实证调研与数据挖掘的分析,郑飞;,北京交通大学;,2015
基于旋转森林集成学习的涉恐实体挖掘研究,孙菲菲;林平;曹卓;,中国人民公安大学反恐怖学院;中国人民公安大学犯罪学院;,2015
基于AssiStudy的形成性评价系统及学生进程监测,孟凡茂;,临沂大学外国语学院;,2015
基于Bernstein基函数拟合预测的改进模型,钟绍军;刘洪伟2;,中南财经政法大学统计与数学学院;湖北科技学院数学与统计学院;,2015
人力资源统计数据异常的数据挖掘检验,唐雪莲;王姗姗;,宁波大红鹰学院经济管理分院;浙江工商大学杭州商学院;,2015
我国高校学生体育意外伤亡事件研究,刘成;刘兰娟;司虎克;,东华大学体育部;上海体育学院体育教育训练学院;,2015
智慧学习环境的研究热点和发展趋势——对话ET&S主编Kinshuk(金沙克)教授,杨俊锋;龚朝花;余慧菊;Kinshuk;,杭州师范大学教育学院;北京师范大学教育信息技术协同创新中心;杭州师范大学人文学院;加拿大阿萨巴斯卡大学科学与技术学院;,2015
特征融合在微博数据挖掘中的应用研究,王和勇;洪明;,华南理工大学电子商务系;,2015
2003-2014年中美自媒体研究和比较分析——基于数据挖掘的视角,陈宪奎;刘玉书;,中国社会科学院美国研究所;,2015
电子书阅读器在国内高校图书馆使用的现状与前瞻,陈新颜;,大连民族大学;,2015
数据挖掘在国内图书馆应用领域研究综述,俞锦梅;,广东中山市中等专业学校图书馆;,2015
成本冲击、通货膨胀与货币政策——基于总供给-总需求框架的实证分析,伍戈;李三;,中国人民银行货币政策二司;中国外汇交易中心;,2015
信息系统领域网络精准广告研究综述,李凯风1;严建援;林漳希;,南开大学商学院;香港中文大学;美国德克萨斯理工大学Rawls商学院;,2015
基于学习过程数据挖掘与分析的在线教学反思研究,魏顺平;韩艳辉;王丽娜;,国家开放大学信息化部;国家开放大学外语教学部;,2015
数据密集型评估:高等教育监测评估的内涵、方法与展望,王战军;乔伟峰;李江波;,北京理工大学教育研究院;清华大学教育研究院;,2015
银行业运行效率是否存在帕累托改进的空间——商业银行金融同业业务发展模式分析,陈晖阳;李心丹;王宇超;,南京大学工程管理学院;中国金融期货交易所研发部;,2015
媒介融合与融合新闻——2015年普利策新闻奖观察,周婷婷;,华中科技大学新闻与传播学院;,2015
CrossRef文本和数据挖掘服务——《浙江大学学报(英文版)》的实践,张欣欣;缪弈洲;张月红;,《浙江大学学报(英文版)》编辑部;,2015
我国智慧图书馆研究述评与思考,刘煦赞;,福建省图书馆;,2015
产品用户评论在企业竞争情报中的应用——基于产品特征的关联规则数据挖掘,吉顺权;周毅;,苏州大学社会学院;,2015
2001-2014年引文分析领域发展演化综述,万昊;谭宗颖;鲁晶晶;朱相丽;,中国科学院大学;中国科学院文献情报中心;,2015
基于虚拟会展的企业竞争情报分析,黄晓斌;何碧妍;,中山大学资讯管理学院;,2015
双元创新对企业绩效影响的调节因素研究——基于meta的文献分析,王希泉;张一冰;叶语;,南京中医药大学经贸管理学院;,2015
数据挖掘技术在科技期刊网站中的应用,卜延明;范洪涛;,中华医学会杂志社新媒体部;中华医学会杂志社市场营销部;,2015
P2P网络借贷的监管边界:理论探讨与中国的检验,贾丽平;邵利敏;,山西财经大学财政金融学院;山西财经大学经济学院;,2015
句子之间的距离（英文）,査非;刘虎;,南开大学哲学院;中山大学逻辑与认知研究所;,2015
口述历史与语言学,陈墨;,中国电影艺术研究中心;,2015
基于关联规则挖掘的高校学生意外伤害的时间特征研究——以云南部分高校为例,何伟全;王天志;张广斌;王源昌;向曦;马百友;段万春;,昆明理工大学管理与经济学院;云南师范大学党委办公室;云南师范大学党委宣传部;云南师范大学经济与管理学院;云南师范大学数学学院;云南师范大学信息学院;,2015
人口预测方法的现状、问题与改进对策,沈巍;宋玉坤;,华北电力大学经济与管理学院;,2015
计量经济学研究范式:批判与超越,杨华磊;,中国农业大学经济管理学院;,2015
高校图书馆零借阅率的量化分析与馆藏优化策略,孔超;丁璇;,金陵科技学院图书馆;金陵科技学院图书馆读者服务部;,2015
基于云计算的物流数据动态挖掘模型研究,张玉峰;曾奕棠;,武汉大学信息管理学院;,2015
构建基于商业智能的管理会计信息系统,韩向东;,北京诺亚舟财务咨询有限公司;,2015
基于Logit与SVM的银行业信用风险预警模型研究,张奇;胡蓝艺;王珏;,中国科学院数学与系统科学研究院预测科学研究中心;中国科学院国家数学与交叉科学中心数学与经济金融交叉研究部;,2015
ENCODE项目科学数据出版模式创新,高雅;翁彦琴;董文杰;,中国科学院文献情报中心;,2015
基于数据挖掘的图书精准营销创新,张美娟;孙晓翠;潘涵;,武汉大学信息管理学院;,2015
网络动态数据挖掘研究进展与展望,黄晓斌;张兴旺;,中山大学资讯管理学院;桂林理工大学图书馆;,2015
网络动态数据的特征、类型与挖掘系统,黄晓斌;张兴旺;,中山大学资讯管理学院;桂林理工大学图书馆;,2015
基于WLAN的图书馆读者行为采集分析平台框架研究,赖剑菲;江舟;,武汉大学图书馆;武汉虹旭信息技术有限责任公司;,2015
基于PMML的电子商务数据挖掘研究,刘晓云;焦亚琴;张银叶;,安徽大学商学院;中国科学技术大学信息科学技术学院;,2015
社交网络话题信息传播影响簇发现谱系挖掘方法,何建民;王哲;,合肥工业大学管理学院;过程优化与智能决策教育部重点实验室;,2015
SNS环境下无形学院的结构与特点透视——以科学网武夷山博客为例,陈悦;张立伟;杨阳;刘盛博;,大连理工大学公共管理与法学学院WISE实验室;,2015
馆藏资源可获得性感知调研及其机理分析,刘桂宾;,南开大学图书馆;,2015
网络动态信息及其在企业竞争情报中的应用,黄晓斌;刘薇;,中山大学资讯管理学院;广州医科大学图书馆;,2015
主题挖掘研究可视化分析,陈静;陆泉;,华中师范大学信息管理学院;武汉大学信息管理学院;,2015
基于文献和专利分析的国外技术领域发展可视化研究,魏骏巍;王晰巍;李嘉兴;郭宇;,吉林大学管理学院;吉林大学管理学院信息管理系;,2015
利用通信数据的移动用户行为分析,黄文彬;徐山川;马龙;王军;,北京大学信息管理系;,2015
专利技术组合机会与合作潜力研究,张娴;许海云;方曙;胡正银;,中国科学院成都文献情报中心;中国科学院大学;,2015
关于开设商业银行同业业务合作平台的几点思考,车大为;刘健;刘力华;,复旦大学博士后流动站;交通银行金融研究中心;延边大学;,2015
专利地图在R&D机会发现领域的应用综述,李红1;杨向飞;,上海大学管理学院;,2015
微博“大V问政”典型传播模式分析——基于30个微博问政议题的实证研究,唐斌;,华南农业大学公共管理学院;,2015
适应性学习路径推荐算法及应用研究,赵呈领;陈智慧;黄志芳;,华中师范大学教育信息技术学院;,2015
交互课堂量化评优模型构建及应用,沈莉;冯林;张松;张养力;,四川师范大学计算机科学学院;,2015
中国教研活动中教师发展指导者的工作框架,顾非石;顾泠沅;,华东师范大学数学系;,2015
个人数字图书馆的知识管理结构参考模型,张岩;李海兰;,青岛科技大学图书馆;,2015
基于数据挖掘的技术机会发现模型研究,任智军;乔晓东;徐硕;韩红旗;,中国科学技术信息研究所;国家知识产权局中国专利信息中心;,2015
基于依存句法分析的微博主题挖掘模型研究,唐晓波;肖璐1;,武汉大学信息资源研究中心;,2015
基于多层感知器神经网络的小微企业信贷风险研究,周驷华;汪素南;,浦发银行博士后科研工作站;复旦大学工商管理博士后流动站;上海浦东发展银行;上海浦东发展银行博士后科研工作站;,2015
基于决策树的网络伪舆情识别研究,赵静娴;,天津科技大学经济与管理学院;,2015
微学术信息的采集、传播与服务模式研究,沈芸;,浙江万里学院图书馆;,2015
基于数据挖掘的新标准客户信用风险管理规则的构建——以央企中航国际钢铁贸易公司为例,马晓君;,东北财经大学统计学院;,2015
文本挖掘用于社会科学研究:现状、问题与展望,徐德金;张伦;,中国科学院大学人文学院新闻传播学系;,2015
基于客户行为的4S店客户细分及其变化挖掘,郭崇慧;赵作为;,大连理工大学系统工程研究所;,2015
基于QQ群的教师学习共同体运行现状研究,孟召坤;兰国帅;徐梅丹;张一春;,南京师范大学教育科学学院;石河子大学文学艺术学院;,2015
MOOC的教育管理问题研究,杨海平;李佳玉;,南京大学出版研究院;南京大学信息管理学院;,2015
国家科技图书文献中心科技文献资源共享平台建设实践研究,丁遒劲;,中国科学技术信息研究所;,2015
社会网络分析法与分众分类法融合机理研究,陈晓美;孙中秋;沈涌;,吉林大学管理学院;吉林大学公共卫生学院;,2015
数据挖掘在国内图书情报领域的应用现状分析——基于文献计量分析和共词分析,郭婷;郑颖;,中国科学院成都文献情报中心;中国科学院大学;,2015
我国科研人员在线学术社交模式实证研究:以科学网为例,段庆锋;,中北大学经济与管理学院;,2015
社会网络视角下的技术范式转换预见探讨,王京安;申赟;刘丹军;,南京工业大学经济与管理学院;,2015
基于跨媒体分析的突发事件检测及趋势研判研究,许伟;刘令宇;王明明;,中国人民大学信息学院;中国人民大学大数据与智慧城市研究中心;,2015
微博舆论场:突发事件舆情演化分析的新视角,黄远;沈乾;刘怡君;,中国科学院科技政策与管理科学研究所;中国科学院大学;中国科学院自然与社会交叉研究中心;,2015
Web Archive研究现状与热点分析,阳广元;,西南民族大学图书馆;,2015
基于作者共引分析的推荐系统研究知识图谱构建,黄文彬;张惟恺;徐扬;,北京大学信息管理系;,2015
基于新生词与知识图谱的新兴趋势探测研究,冯佳;张云秋;,吉林大学公共卫生学院;,2015
基于信息融合的数据挖掘方法在公司财务预警中的应用,张亮;张玲玲;陈懿冰;腾伟丽;,中国科学院大学管理学院;中国科学院虚拟经济与数据科学研究中心;中国科学院大数据挖掘与知识管理重点实验室;中国科学院科技政策与管理科学研究所;英国诺丁汉特伦特大学诺丁汉商学院;,2015
新媒体时代网络投资者意见分歧对IPO溢价影响——基于股票论坛数据挖掘方法,南晓莉;,大连理工大学管理与经济学部;中国大连高级经理学院博士后科研工作站;,2015
地区经济、客户特征与信用卡业务盈利,王星;李延喜;金淳;,大连理工大学管理与经济学部;,2015
《数字时代知识发现海牙宣言》述评,孙益武;,杭州师范大学法学院;,2015
常态化研究生教育自我评估机制研究,赵嵩;,郑州航空工业管理学院研究生处培养办公室;,2015
基于教育数据挖掘学生表现预测模型构建研究,彭涛;丁凌云;,东北林业大学信息与计算机工程学院;哈尔滨商业大学设计艺术学院;,2015
国外Web Archive资源开发利用的途径及趋势展望,王萍1;黄新平;张楠雪;,吉林大学管理学院信息管理系;,2015
基于特征表示的金融多元时间序列数据分析,万校基;李海林;,华侨大学工商管理学院;,2015
基于物联网技术统计数据采集的影响因素,辛金国;龚恺;,浙江省信息化与经济社会发展研究中心;,2015
耕地非农化的空间过程与扩散路径研究——以成都市龙泉驿区为例,任平;吴涛;周介铭;,四川师范大学西南土地资源评价与监测教育部重点实验室;四川师范大学国土资源开发与保护协同创新中心;,2015
互联网时代教育类APP开发——美国《教育技术开发人员指南》手册解读及启示,胡月;王以宁;徐鹏;张海鸣1;,东北师范大学计算机科学与信息技术学院;东北师范大学传媒科学学院;东北师范大学信息化管理与规划办公室;,2015
高校毕业季图书馆开展读者数据留存活动调查与建议,韩雪飞;丁玉东;杜瑾;,燕山大学图书馆;中国图书进出口(集团)总公司;,2015
新形势下公共图书馆读者服务的新走向——以天津图书馆读者统计分析为例,翟学琴;,天津图书馆;,2015
数据挖掘领域研究现状与趋势的可视化分析,杨良斌;,国际关系学院信息科技学院;,2015
基于数据平台的图书馆毕业季服务实践研究——以暨南大学图书馆为例,都蓝;肖丽萍;李宾;,暨南大学图书馆;,2015
网络用户行为分析法和建模法研究综述,吴清强;,厦门大学软件学院;,2015
国内外数据整合研究进展分析,李伟华;郑彦宁;刘志辉;,中国科学技术信息研究所;,2015
从知识服务向智慧服务延伸,曾建勋;,NA,2015
大学英语语言能力标准的研制——理论、实践及启示,赵雯;金檀;王勃然;,东北大学;,2015
本体中语义传递规则获取方法,裘江南;张阔;王全红;,大连理工大学管理科学与工程学院;大连理工大学图书馆;,2015
兰州冬季大气污染来源分析,刘娜;余晔;何建军;赵素平;,中国科学院寒旱区陆面过程与气候变化重点实验室;中国科学院大学;青海省气象局人工影响天气办公室;,2015
