题目T1,作者A1,地址AD,年份YR
微博大型体育赛事的传播路径研究,李芳林2;,沈阳体育学院体育人文学院;,2016
我国高水平女子篮球运动员体能与技术的测试与评价,岳冀阳;崔鲁祥;魏香明;郑守吉;,"广州体育学院运动训练系;沈阳体育学院;台湾""中国文化大学"";",2016
信息生态理论在竞争情报服务体系构建中的应用研究,郭华;史健勇;曹如中;秦迎林;,上海工程技术大学图书馆;上海工程技术大学管理学院;,2016
基于分布式大数据的图书馆服务创新模式探索,高群;,江南大学图书馆;,2016
依托大数据构建京津冀高校图书馆协同发展平台,张丽娜1;邹丹丹;张广科;,河北科技大学图书馆;北京控制工程研究所;,2016
海量文本信息的价值评估模型及算法——以新浪微博为例,高锡荣;张红超;,重庆邮电大学经济管理学院;,2016
大数据时代我国文献计量应用研究现状及对策,朱锁玲;唐惠燕;倪峰;陈蓉蓉;施文;,南京农业大学图书馆;,2016
室内定位技术在高校图书馆中的应用前景研究,王文韬1;谢阳群1;,武汉大学信息管理学院;淮北师范大学校长办公室;,2016
大数据时代图书馆数字资源长期保存问题研究,刘晓英1;,中南大学图书馆医学分馆;,2016
情报学的创新与发展——第五届全国情报学博士生论坛会议综述,侯振兴;朱庆华;袁勤俭;,南京大学信息管理学院;兰州财经大学信息工程学院;,2016
移动云计算联盟数据资产评估方法研究,翟丽丽;王佳妮;,哈尔滨理工大学管理学院;哈尔滨理工大学高新技术产业发展研究中心;,2016
大数据时代县域O2O电商平台设计,徐恺英;盛盼盼;窦平安;,吉林大学管理学院;,2016
学术期刊专题化发展的态势、动因和路径——基于大数据时代,杨志辉;,南京审计大学期刊社;,2016
大数据环境下基于微信的图书馆服务框架研究,孔云;资芸;杨婷;常彦峰;薛秀珍;,昆明理工大学;,2016
征信与互联网金融风控,蒋庆军;,算话征信;,2016
着力打造智慧城市——第79期“经济每月谈”综述,景春梅;,中国国际经济交流中心信息部;,2016
江苏省扶贫小额贷款问题研究,唐文浩;何军2;,南京农业大学公共管理学院;南京农业大学经济管理学院;,2016
旅游虚拟品牌社群影响网络品牌行为忠诚的作用机理研究——基于心流体验的分析视角,王跃伟;陈航1;黄杰1;张春雨;王婷婷2;,辽宁大学商学院;沈阳理工大学经济管理学院;国家海洋环境监测中心;武汉大学经济与管理学院;,2016
工业4.0视野下的知识产权限制分析:一个文献综述,刘迪;,同济大学法学院;同济大学浙江学院;,2016
大数据与宏观调控创新,魏颖;,国家信息中心;,2016
浅析大数据时代高管行为对会计信息披露质量的影响及相关建议,冯阳;,辽宁大学商学院;,2016
基于大数据样本的银行异常账户监测方法,秦学志;李静一;,大连理工大学管理与经济学部;,2016
“隐私—数据收集”问题的两难分析——基于斯皮内洛道德分析框架的视角,吴文清;杨小爱;,山西大学哲学社会学学院;山西大学科学技术史研究所;太原科技大学哲学研究所;,2016
创新驱动背景下构建粤港澳区域物流体系之探讨——政府与物流企业价值链资源协同视角,王术峰;龙镇辉;田苗;,广东白云学院管理学院;肇庆学院经济与管理学院;,2016
天津盘山景区客源空间结构短期动态变化分析,段莉琼;宫辉力;刘泽华;李云鹏;李勇永;,首都师范大学资源环境与旅游学院;国家旅游局信息中心;南京大学地理与海洋科学学院;首都经济贸易大学工商管理学院;,2016
基于互联网技术的账并系统在天津港的应用,张凤路;,天津港股份有限公司;,2016
大数据时代英语自主学习体系的特点、问题和对策,张慧丹;,中国音乐学院;,2016
探索文化领域供给侧与消费侧协同改革:政策与技术路径,傅才武;曹余阳;,武汉大学国家文化发展研究院;,2016
大数据对当代中国史研究的挑战,王冠中;,首都师范大学政法学院;,2016
政府数据开放:历史、价值与路径,谭海波;张楠3;,清华大学公共管理学院;,2016
大数据时代社会治理的路径——基于社会冲突视角,宋立楠;王岳龙;,河北省盐山县政府;中央党校;,2016
论大数据与国家意识形态治理方略,郑元景;,福建农林大学马克思主义学院;,2016
城市危机管理粗放化现状与精细化转型研究,张英菊;,中共大连市委党校应急管理教研部;,2016
回溯与展望技术在教育教学中的角色——NETP2016对我国教育信息化建设的启示,武滨;左明章;,华中师范大学;,2016
大数据时代给研究生思想政治教育带来的启示,张颖1;刘兴国;,北京科技大学研究生工作部;,2016
体育品牌传播中的大数据应用策略,李峰3;张德胜;,广东技术师范学院;武汉体育学院新闻传播学院;,2016
中国数据新闻实践的前沿——基于中国首届数据新闻大赛作品的实证研究,陈积银;,西北师范大学传媒学院;,2016
煤炭大数据指数编制及经验模态分解模型研究,米子川;姜天英;,山西财经大学统计学院;,2016
大数据视域下国内图书出版研究综述,李琳1;,安徽少年儿童出版社;,2016
基于大数据的图书馆与出版社跨界合作,张钰梅;,湖南图书馆;,2016
数据技术、数据资产与数据价值——大数据时代传统出版业的三重变奏,李红祥;吴佳珅;,衡阳师范学院新闻与传播学院;中国人民大学新闻学院;科技日报社新闻中心;,2016
大英图书馆馆藏元数据战略解读及启示,吕游;,东北农业大学图书馆;,2016
跨屏受众收视行为测量:现状、问题及探讨,刘燕南;张雪静;,中国传媒大学受众研究中心;中国传媒大学;,2016
基于网络主权的国家竞争情报研究:内涵、动因与机理,蔡蓉英;张志华;张凌轲;,湖南警察学院思想政治理论教学部;湖南警察学院基础课部;中国人民公安大学国际警务执法学院;,2016
可持续发展的科研数据管理信息基础设施研究,王璞;,上海海事大学图书馆;,2016
面向用户服务的美国政府开放数据研究及启示——以美国Data.gov网站为例,汪庆怡;高洁;,天津师范大学;,2016
基于加权借阅网络的个性化推荐算法与实现,袁虎声;赵洗尘;,深圳大学城图书馆;,2016
扩散与增值:品牌传播路径的嬗变与价值审视,段淳林;闫济民;,华南理工大学新闻与传播学院;,2016
我国图书情报研究的网络学术资源利用特征与趋势探究——基于四种权威期刊2010-2014年的引文分析,盛东方;孟凡赛;,南京大学信息管理学院;,2016
“互联网+”视角下的图书馆科学数据服务研究,黄鑫;邓仲华;,武汉大学信息管理学院;,2016
大规模古籍文本在中国史定量研究中的应用探索,欧阳剑;,广西民族大学图书馆;,2016
京津冀企业发展指数测度与分析,卢燕;祝尔娟;叶堂林;,河北经贸大学;首都经济贸易大学;,2016
大数据下的银行审计思维,郑志元;,中国农业银行审计局上海分局;,2016
基于网络搜索数据的区域经济预警研究,李方一;肖夕林;刘思佳;,合肥工业大学管理学院;,2016
中国城市休闲时空行为研究前沿,赵莹;柴彦威;桂晶晶;,中山大学旅游学院;北京大学城市与环境学院;阿尔伯塔大学;,2016
基于上市大数据企业的经营绩效与研发投入关系研究,张铁山;邓新策;,北方工业大学;,2016
大数据审计职业能力建设,傅红英;,浙江金融职业学院;,2016
国际基于时间地理学的旅游者行为研究探索与实践,丁新军;吴佳雨;粟丽娟;王女英;,唐山学院经济管理系;北京大学城市与环境学院;,2016
基于杠杆值大数据集抽样的异常点诊断,晏振;戴晓文;田茂再1;,广西师范大学数学与统计学院;中国人民大学应用统计科学研究中心统计学院;兰州财经大学统计学院;新疆财经大学统计与信息学院;,2016
应聘者非言语信息对面试官评分的影响:解释、测量和控制,张伟1;徐建平;,"北京师范大学心理学院,应用实验心理北京市重点实验室;",2016
城镇职工医保基金结余问题与基金费用给付模式协同研究——基于某省W区的实证研究,陈剑芳;,福建省莆田市城厢区审计局;,2016
论统计学在科学证据报告中的应用,王元凤;于颖超;吴桂玲;,"2011计划司法文明协同创新中心;证据科学教育部重点实验室,中国政法大学证据科学研究院;",2016
自媒体语境下摄影新表征探究,宋毅;,NA,2016
新常态下推进“互联网+政务服务”建设研究——以浙江省政务服务网为例,张丽丽;,浙江大学公共管理学院;中国计量大学;,2016
数据跨境流动与数据主权研究,吴沈括;,北京师范大学刑事法律科学研究院;,2016
大数据掀起的教育变革:一波涟漪还是一阵巨浪?,朱珈仪;朱恪钧;,西南石油大学艺术学院;中共四川省委党校公共管理教研部;,2016
中国流浪儿童的流动规律及形成机制研究,张波3;,华东师范大学中国城市研究中心暨人口研究所;上海市浦东新区行政学院;,2016
中国公共管理学的发展历程及未来走向——东北大学博士生导师娄成武教授访谈,娄成武;唐鑫;,东北大学;《社会科学家》杂志社;《社会科学家》杂志社编辑部;,2016
大数据时代对我国电子政府的挑战及完善路径,李莉1;薛琛;,武汉科技大学文法与经济学院;,2016
提高“互联网+政务服务”质量与水平研究,董立人;,中共河南省委党校;,2016
新媒体时代环境群体性事件的演化机制及治理研究——以“昆明PX事件”为例,卓四清;冯永洲;王博2;,武汉大学经济与管理学院;,2016
全球电子政务发展现状、特点趋势及对中国的启示——《2016年联合国电子政务调查报告》解读,王益民;,国家行政学院电子政务研究中心;,2016
基于MOOC的编程语言自动评测,胡慧源1;郑立华;高万林;周绪宏;,中国农业大学信息与电气工程学院;上海宏第网络科技有限公司;,2016
“互联网+职业教育”体系架构与创新应用,闫广芬;张栋科;,天津大学教育学院;,2016
中美信息管理学院信息技术课程体系比较研究,王洪亮2;樊星;王雨娃;,武汉大学信息管理学院;,2016
体育热点事件微传播特质研究——基于微博传播关键节点的实证分析,卢兴;,沈阳体育学院体育人文学院;,2016
新常态发展考核评价体系探究,朱启贵;,上海交通大学上海高级金融学院;,2016
基于知识管理的高校图书馆学科服务探讨,周宇葵3;,河南职业技术学院;,2016
信令大数据技术在精准营销中的应用,王浩宇;孙启明;胡凯;,北京邮电大学经济管理学院;,2016
大数据背景下传统出版企业的现状及发展策略研究,蔡宾;,中国财政经济出版社;,2016
基于云关联挖掘的物流信息智能分析方法研究,曾奕棠2;张玉峰2;,武汉东湖学院管理学院;武汉大学信息资源研究中心;,2016
突发事件应急信息监测系统中的存储优化研究,李赛可1;董庆兴;王伟军;,华中师范大学信息管理学院;,2016
信息环境下中国供应链信息管理的演进趋势,郑秀恋;葛宝山;,吉林大学管理学院;吉林财经大学亚泰工商管理学院;,2016
数据挖掘课程的知识体系构建,安璐1;欧孟花;李纲2;,武汉大学信息管理学院;,2016
传统出版社社会化媒体应用情况探析——以网站论坛、豆瓣、微博和微信为例,代幸梅;张志强1;,南京大学信息管理学院;南京大学出版研究院;,2016
出版业融合发展的趋势与对策建议,张新新;,地质出版社;,2016
以信息技术为支撑的阅读推广模式研究,王彦力;刘芳兵;杨新涯;,重庆大学图书馆;,2016
大数据时代科学研究新范式的哲学反思,王东2;,北京工商大学法学院/马克思主义学院;,2016
方法论视野下的计算思维,李廉;,教育部高等学校大学计算机课程教学指导委员会;,2016
“互联网+”时代海洋生态治理综合决策新模式,白福臣;张苇锟;,广东海洋大学;,2016
互联网思维下全过程造价咨询业务对客户满意度的影响机理研究,吴静;杜亚灵;柯洪;柯丹;,天津理工大学管理学院;,2016
基于文献计量的中国创新地理研究进展,廖倩;吕拉昌;黄茹;,首都师范大学资源环境与旅游学院;首都师范大学北京城市创新与发展研究中心;,2016
土地系统多级综合观测研究网络建设框架,张衍毓;郭旭东;陈美景;,中国土地勘测规划院;国土资源部土地利用重点实验室;,2016
新媒体时代下音乐教育的发展趋势,滕腾;,福建师范大学;泉州师范学院音乐与舞蹈学院;,2016
从计量史学迈向基于大数据计算思维的新历史学——对当代西方史学量化研究新发展的思考,韩炯;,上海财经大学人文学院;,2016
论大数据时代的儒家慎独工夫何以可能,朱锋刚;,西安电子科技大学人文学院;,2016
全网平台上自制视频柔性治理模式的探索与创新——以建构个人数据资产平台为契机,周笑2;,复旦大学新闻学院;,2016
大数据、隐私权与自由,陈璞;,中国人民大学民商事法律科学研究中心;,2016
机遇、挑战与路径:大数据与党建科学化,郑吉峰;,武汉大学政治与公共管理学院;,2016
论提高党领导发展能力的基本原则和具体路径,卢爱国;吴家庆;,广西师范大学马克思主义学院;湖南师范大学马克思主义学院;,2016
论大数据时代思想政治教育方法的创新,崔建西;邹绍清;,西南大学马克思主义理论研究中心;,2016
大数据在精准扶贫过程中的应用及实践创新,莫光辉;,广西大学公共管理学院;,2016
技术、行动与策略:大数据背景下纪检监察统计变革与创新,刘金程;呼莎莎;,中国矿业大学(北京)文法学院;,2016
大数据时代日本IT人才培养研究,周梦洁;,中山大学医学情报研究所;,2016
大数据支持下的数字教育资源生态建设,刘雅馨;徐超超;王林丽;杨现民6;,江苏师范大学智慧教育学院;,2016
数据智慧:大数据时代教师专业发展新路向,许芳杰;,华东师范大学教育学部;,2016
企业基因研究的方法论与企业基因优化问题研究,龚志民;熊唯伊;,湘潭大学商学院;,2016
规律与因果:大数据对社会科学研究冲击之反思——以社会学为例,刘林平;蒋和超;李潇晓;,南京大学社会学院;,2016
用户对APP推送消息使用意愿影响因素分析,赵延昇;刘佳;,中国科学技术大学管理学院;,2016
面向人文研究的国家数据基础设施建设,刘炜2;谢蓉;张磊2;张永娟;,上海图书馆;上海对外经贸大学图书馆信息咨询部;上海图书馆系统网络中心开发部;中国科学院上海生命科学信息中心;,2016
大数据时代高校图书馆数据素养教育研究,雷红刚;,江苏经贸职业技术学院图书馆读者服务部;,2016
基于云分类挖掘的物流信息智能分析方法研究,曾奕棠2;张玉峰2;,武汉东湖学院管理学院;武汉大学信息资源研究中心;,2016
大数据时代开放数据的多元价值探析,周丽霞;张良妍;,黑龙江大学信息管理学院;,2016
方志资源知识组织方法研究,赵嘉朱;,中国社会科学院图书馆;,2016
美国NSF资助物流项目的知识图谱分析,梁伟波;,上海海事大学图书馆;,2016
医疗大数据对医院图书馆文献信息服务的影响,沈汧;,上海市儿童医院图书馆;,2016
国民阅读统计转型及大数据融合的方法逻辑——基于阅读焦虑下数据错觉思考,刘军华;,西安财经学院统计学院;,2016
2010-2015年网购相关文献计量与知识图谱研究,王林2;张元毓;季美旭;李秋逸;,东北大学工商管理学院;东北大学秦皇岛分校管理学院;,2016
基于大数据技术的资源发现平台构建——以国家图书馆“文津搜索”系统为例,张红燕2;,国家图书馆;,2016
大数据环境下高校图书馆面向科研过程的专利服务研究,苏秋侠;杨祖逵;,扬州大学图书馆;,2016
国内图书情报领域知识融合研究的发展与分析,张心源1;邱均平1;,武汉大学信息管理学院;武汉大学中国科学评价研究中心;,2016
大数据对情报工作的影响研究,李言瑞;陈超泉1;姚瑞全;侯惠群;,中国核科技信息与经济研究院;,2016
数据新闻热中的冷思考,陆新蕾;,华东政法大学人文学院;,2016
刍议按需出版在大数据时代的实现策略,贾音;,新乡学院;,2016
刍议期刊文献的专题大数据挖掘价值——以《临床误诊误治》杂志误诊数据论文策划为例,丁滨;陈晓红1;,《临床误诊误治》杂志社;,2016
领域导向的数字图书馆移动视觉搜索引擎建设研究,张兴旺2;郑聪;,桂林理工大学图书馆;中山大学资讯管理学院;,2016
大数据时代的图书馆品牌建设与营销,张浩如;,内蒙古呼和浩特市图书馆;,2016
2013～2015年我国信息资源建设研究的热点问题,肖希明;卢世晴;刘巧园;,武汉大学;,2016
不动产登记档案利用服务的问题与对策分析,张玮琼;,中国人民大学信息资源管理学院;,2016
我国物流企业劳动力成本与用工效率及转型升级——基于我国物流上市企业的数据分析,陶加强;,盐城师范学院商学院;,2016
“互联网+”的模式优势、现存问题与治理建议——一个基于4C理论框架的分析,郝身永;朱礼华;,上海行政学院经济学部;青岛大学商学院经济和社会调查数据中心;,2016
流量覆盖风险——网络小额信贷风险控制新思路,蔡闽;,中山大学岭南学院;广发银行;,2016
信息系统检查法在企业财务在线稽核中的应用,杨扬;董杨慧1;宋佳;,国网能源研究院;全球能源互联网研究院;国网辽宁省电力有限公司;,2016
大数据时代的语义技术,黄智生;,荷兰阿姆斯特丹自由大学计算机系;北京工业大学未来网络科技高精尖创新中心;,2016
从书信沙龙到开放获取——刍议学术论文形态的演化,胡志刚1;侯海燕1;林歌歌;,大连理工大学科学学与科技管理研究所;,2016
大数据时代大学生数据素养教育的目标定位及体系构建,张明海;周艳红;,长沙理工大学中国特色社会主义理论体系研究基地;,2016
基于本体论的大数据数字图书馆知识体系构建研究,李燮慧;,柳州职业技术学院图书馆;,2016
新形势下地方政府电子政务数据规划与建设研究,霍小军;袁飚;舒春燕;,苏州工业园区计算机信息中心;诺基亚网络苏州有限公司;,2016
我国发达地区对大学生就业吸引力的测度及其启示——基于珠三角和长三角25个城市数据的比较,王贺;李忠红;,东莞理工学院;,2016
远程教育中Moodle平台的学习支持服务研究,王慧敏2;马东宇;,内蒙古广播电视大学文法学院;,2016
大学院校研究组织机构,常桐善2;,加州大学校长办公室;西安外国语大学;,2016
疫苗事件中风险放大的心理机制和社会机制及其交互作用,刘冰月1;,北京师范大学中国社会管理研究院/社会学院;清华大学公共管理学院中国应急管理研究基地;,2016
新形势下机构编制管理的挑战与变革,张进军;,贵州省机构编制委员会;,2016
大数据对银行内审的影响,颜元柳;,福建省农村信用社联合社;,2016
中国影视传播风控研究的新路标:舆情分析路径,陈鹏1;徐亚萍;,南开大学传播学系;中国政法大学光明新闻传播学院;,2016
新媒体应用开放平台的云传播网络模型及结构特征分析,李卫东1;文竹;,华中科技大学新闻与信息传播学院;,2016
论出版“供给侧改革”的愿景及其进路,何华征;盛德荣;,遵义师范学院马克思主义学院;遵义师范学院商学院;,2016
移动云计算联盟企业数据资产评估方法研究,翟丽丽;王佳妮;何晓燕;,哈尔滨理工大学管理学院;哈尔滨理工大学高新技术产业发展研究中心;,2016
多目标制货币政策框架下的信贷调控与流动性实时管理——基于六部门DSGE模型的金融加速器效应检验,骆祚炎;罗亚南;,广东财经大学金融学院;,2016
关联数据在家谱数字人文服务中的应用,夏翠娟1;张磊2;,上海图书馆;,2016
大数据时代与经济史计量研究,陈争平;,山东大学经济研究院;清华大学人文学院;,2016
基于网络舆论的金融安全状态监测:框架与验证,聂富强;周玉琴;陈飞1;,西南财经大学;,2016
清代缙绅录量化数据库与官员群体研究,任玉雪;陈必佳;郝小雯;康文林;李中清1;,上海交通大学历史系;香港科技大学人文社会科学学院社会科学部;,2016
大数据:政治学研究的科学新工具,黄欣荣;,江西财经大学管理哲学研究中心;江西财经大学马克思主义学院;,2016
大数据环境下物流统计的变革,黄璆;,东北财经大学统计学院;,2016
京东供应链融资模式及影响因素分析,何瑛;陈洋;戴逸驰;,北京邮电大学经济管理学院;,2016
电子治理与管理者职责,Karl L?fgren;张贝尔;李汝鹏;,新西兰惠灵顿维多利亚大学政治与公共事务管理学院;,2016
基于大数据思维的统计学若干理论问题,李金昌2;,浙江财经大学党委;,2016
大数据在当下出版中的应用研究,鲍娴;蒋小花;,杭州电子科技大学数字媒体与艺术设计学院;,2016
基于四类数据源的国内图书馆学2015年研究动态可视化分析,谭春辉1;曾娟;,华中师范大学信息管理学院;,2016
“互联网+”视角下面向科学大数据的数据素养教育研究,李立睿;邓仲华;,武汉大学信息管理学院;,2016
大数据环境下我国意识形态安全风险与治理策略,郑元景;,福建农林大学马克思主义学院;,2016
基于xAPI标准数据的交互式学习资源设计研究,方海光;陈俊达;詹伟华;罗金萍;,首都师范大学教育技术系;北京教育科学研究院;,2016
基于大数据的图书馆智慧墙系统建设研究,郑良光;,汕头市图书馆;,2016
巨灾保险共保体模式适应性的博弈分析,张蕴遐;关恒业;,对外经济贸易大学保险学院;,2016
当下亲历与认知、多模态感官系统与大数据研究模型——以新生婴儿亲历为例,顾曰国;,中国社会科学院语言研究所;,2016
德国个人信息立法的历史分析及最新发展,李欣倩;,中国社会科学院研究生院法学系;,2016
信息共享、信贷可得性和信贷违约风险——基于2004-2014年欧盟国家的经验分析,胡乃红;谷文臣;周宇泽;,上海财经大学金融学院;北京大学数学科学学院;,2016
面向大数据远程开放实验平台构建研究,尹学松1;蒋融融;张吉先1;齐幼菊;厉毅;,浙江广播电视大学教学中心;浙江广播电视大学教学中心信息教研部;浙江广播电视大学学习资源中心;浙江广播电视大学教务处;,2016
云出版业态下地方高校图书馆服务模式研究,杨静1;,吉林工程技术师范学院图书馆;,2016
数据分析常见错误解读,吴占坤;,齐齐哈尔大学经济与管理学院;,2016
大数据时代广告产业核心业态的变革与重塑,马二伟;,重庆工商大学文学与新闻学院;,2016
线下学习数据的分析方法研究,叶俊民;陈曙;郭思培;王嫱;黄朋威;王志锋;,华中师范大学计算机学院;华中师范大学数学与统计学学院;华中师范大学教育信息技术学院;,2016
大数据背景下社会系统优化定量研究,李忱;黄强;,太原科技大学中国系统哲学研究中心;,2016
新媒体时代的学术期刊发展与学术传播平台重构,焦宝;,吉林省社会科学院《社会科学战线》编辑部;,2016
开放数据的内涵认知及其理论基础探析,马海群;蒲攀;,黑龙江大学信息资源管理研究中心;黑龙江大学信息管理学院;,2016
简论大数据时代编辑的信息处理能力,胥橙庭1;张蓓1;张彤1;,《南京航空航天大学学报(自然版)》编辑部;,2016
大数据时代数字资源的主题标引研究,肖雯;李鑫2;,北京市科学技术情报研究所;,2016
中国科学院区域可持续发展分析与模拟重点实验室2016年学术年会暨首届青年学者论坛综述——兼论青年地理学者的责任与担当,陈明星;樊杰;金凤君;,中国科学院区域可持续发展分析与模拟重点实验室;中国科学院地理科学与资源研究所;中国科学院大学;,2016
完善扶贫资金审计的对策研究,刘静春2;,四川师范大学商学院;西南财经大学博士后流动站;中国政府审计研究中心;,2016
电子数据审计取证模式研究,程铖;李睿1;,昆明理工大学;审计署昆明特派办;,2016
危险货物与危险化学品的比较研究,程东浩;,中国民航科学技术研究院;,2016
中国与一带一路沿线国家的跨境物流协作——基于物流绩效指数,刘小军1;张滨1;,吉林大学珠海学院;,2016
大数据在CPI编制中的应用实践与启示,胡雪梅;,北京师范大学统计学院;,2016
基于产业生态的供应链金融的创新趋势,宋华;,中国人民大学商学院;,2016
中国中小企业竞争情报服务的法律、政策及规划分析,张丽玮;郑彦宁2;,首都经济贸易大学信息学院;中国科学技术信息研究所;,2016
网络舆情研究路径分析,彭知辉1;,中国人民公安大学公安情报研究中心;,2016
大数据时代我国高校意识形态安全的现状与对策,卢建有;臧宏;,东北师范大学思想政治教育研究中心;,2016
通向人工智能时代——兼论美国人工智能战略方向及对中国人工智能战略的借鉴,何哲;,国家行政学院公共管理教研部;,2016
推行环保垂直管理  破解地方保护难题,孙佑海;,天津大学法学院;,2016
环境规制与高耗能行业结构升级研究综述,陈帅1;,上海理工大学管理学院;,2016
城市环境风险评估的国内外研究进展及展望,甄茂成;高晓路;,中国科学院地理科学与资源研究所;中国科学院大学;,2016
智慧养老服务的国家战略需求和关键科学问题,华中生;刘作仪2;孟庆峰1;雒兴刚;霍宝锋;卞亦文;李四杰;杨翼;金庆伟;,NA,2016
网络舆情传播模式解析与重构研究,周昕;黄微;滕广青1;李瑞璇1;,吉林大学管理学院;东北师范大学计算机科学与信息技术学院;,2016
数据生命周期视角中的个人隐私信息保护——对移动APP服务协议的内容分析,李卓卓;马越;李明珍;,苏州大学社会学院;浙江省科技信息研究院;,2016
被遗忘权法律保护研究,陈娜;王璇;,NA,2016
国家图书馆数据管理与分析平台建设,张宁2;李雪萍2;,国家图书馆;,2016
信息技术促进教育公平整体推进策略的转移逻辑,熊才平1;丁继红1;葛军;胡萍;,华南师范大学教育信息技术学院;,2016
大数据时代的乡村治理审视与现代化转型,张春华;,广东金融学院马克思主义学院;,2016
基于大数据的在线学习情绪测量模型构建,晋欣泉;王林丽;杨现民6;,江苏师范大学智慧教育学院;,2016
论我国金融消费者信息权保护的立法完善——基于大数据时代金融信息流动的负面风险分析,张继红;,NA,2016
大数据时代小微企业智能审贷问题研究,谢清河;,NA,2016
数据挖掘在专刊组稿策划中的应用,白娅娜;武英刚;宫在芹;代艳玲;,煤炭科学研究总院出版传媒集团《洁净煤技术》编辑部;煤炭科学研究总院出版传媒集团;,2016
科技期刊编辑新媒体出版能力的培育,李雪萍3;王占坤;崔晓健;邱文静;袁泽轶;李晓光;董艺;张彤2;,国家海洋信息中心《海洋通报》《海洋信息》编辑部;,2016
对偶性在线性规划预处理中的应用分析,胡艳杰;黄思明1;N.Adrien;武昱;,中国科学院科技战略咨询研究院;中国科学院大学;,2016
网络昵称与P2P借贷的成功率和违约率,郭峰;,北京大学国家发展研究院;,2016
大数据背景下网络空间安全人才培养机制与模式研究,杨良斌1;周新丽;刘思涵;桑梓森;王瑾1;,NA,2016
利益相关者视角下政府数据开放价值生成机制研究,沈晶;胡广伟1;,NA,2016
明清时期苏浙皖沪干湿变化规律研究,李禧亮;任改莎;张立霞;冯洋;孙云;,石家庄市气象局;石家庄市鹿泉区气象局;,2016
数据挖掘在医学期刊战略选择中的见与谏,董晶;左焕琮;金东;张玉琪;,清华大学玉泉医院《临床转化神经医学(英文)》杂志;清华大学玉泉医院神经外科;中华医学会杂志社;,2016
我国网络舆情热度分析文献综述,胡改丽;陈婷;陈福集;郑小雪;,福州大学经济与管理学院;福建农林大学交通学院;,2016
基于文献数据可视化的知识发现模型研究,高劲松;李迎迎;梁艳琪;孙玉琦;,华中师范大学信息管理学院;,2016
基于动态数据挖掘的物流信息分析模型研究,张玉峰2;曾奕棠2;,武汉大学信息资源研究中心;,2016
北京市主城区餐馆空间分布格局研究,谭欣;黄大全;赵星烁;,北京师范大学地理学与遥感科学学院;环境遥感与数字城市北京市重点实验室;住房和城乡建设部城乡规划管理中心;,2016
基于决策依赖度的粗糙集约简模型研究,陈鑫影;李冠宇;刘彦含;,大连海事大学信息科学技术学院;大连交通大学软件学院;,2016
"八年铸一剑,锋从磨砺出——《医学信息检索学》评介",夏旭;,南方医科大学图书馆;,2016
“中国电影观众满意度调查”2015年度总体情况,孙向辉;边静;欧万勇;,中国电影艺术研究中心;艺恩咨询公司;,2016
电子商务核心岗位能力要求分析——基于高校人才培养视角,殷彬;陶安;,电子科技大学中山学院;,2016
基于云聚类挖掘的物流信息智能分析方法研究,张玉峰2;曾奕棠2;,武汉大学信息资源研究中心;,2016
一种基于句法规则的文本挖掘技术的设计,宁琳;,重庆交通大学图书馆;,2016
中国大陆科学数据领域研究热点分析——基于知识图谱,周志峰;,武汉大学信息管理学院;温州大学图书馆;,2016
基于图书馆数字资源访问系统的读者行为数据挖掘研究,周欣胤1;陆康;,南京晓庄学院图书馆;,2016
大数据时代的汉语中介语语料库建设,郑通涛;曾小燕;,厦门大学海外教育学院;,2016
论创立教育信息化战略规划学,王运武2;,"江苏师范大学智慧教育学院,江苏省教育信息化工程技术研究中心;",2016
知识图谱分析视角下学习分析的学术群体与热点追踪——对历年“学习分析与知识国际会议”的元分析,牟智佳3;俞显;,北京师范大学教育学部;宁波市教育考试院;,2016
财经新闻与股市预测——基于数据挖掘技术的实证分析,孔翔宇;毕秀春;张曙光;,中国科学技术大学统计与金融系;,2016
数据新闻:报道方式的创新与拓展,闫婷;李明德;,西安交通大学新闻与新媒体学院;,2016
基于文本挖掘的学习分析应用研究,刘三女牙;彭晛;刘智;孙建文;刘林星1;郑年亨;,华中师范大学国家数字化学习工程技术研究中心;,2016
智慧学习环境下基于学习分析的干预机制研究,唐丽;王运武3;陈琳3;,江苏师范大学智慧教育学院;,2016
基于地理坐标的微博事件检测与分析,李进华;安仲杰;,华中师范大学信息管理学院;,2016
百度学术搜索与超星发现系统比较分析及评价,覃燕梅;,广东技术师范学院图书馆;,2016
基于动态数据挖掘的物流信息智能分析策略研究,张玉峰3;曾奕棠1;郝彦;,武汉大学信息管理学院;武汉东湖学院;武汉大学计算机学院;,2016
语义增强的科技创新内容表征研究,白如江2;祝娜2;王效岳1;,山东理工大学科技信息研究所;,2016
网络一代个人数据隐私悖论行为研究——以微信使用为例,袁红军1;侯雅婷;,南通大学管理学院;南京航天航空大学计算机科学与技术学院;,2016
大数据环境下的图书馆竞争情报服务发展对策研究,黄秀满;,广东农工商职业技术学院图书馆;,2016
中国企业国际化背景下的制度距离文献计量分析,严若森;钱晶晶;,武汉大学经济与管理学院;,2016
政府网站原生数字政务信息云归档模型及策略研究,王萍3;黄新平1;陈为东;李亚男;,吉林大学管理学院;,2016
法院分案系统的检视与重构——以X法院刑事案件分配为例,王小新;,江苏省泰州市中级人民法院;,2016
大数据时代的可视化教育:多元基础与理性建构,王秀丽;胡玉康;,西安外国语大学新闻与传播学院;陕西师范大学美术学院;,2016
