题目T1,作者A1,地址AD,年份YR
大数据环境下高校图书馆面向科研过程的专利服务研究,苏秋侠;杨祖逵;,扬州大学图书馆;,2016
国内图书情报领域知识融合研究的发展与分析,张心源;邱均平;,武汉大学信息管理学院;武汉大学中国科学评价研究中心;,2016
大数据对情报工作的影响研究,李言瑞;陈超;姚瑞全;侯惠群;,中国核科技信息与经济研究院;,2016
数据新闻热中的冷思考,陆新蕾;,华东政法大学人文学院;,2016
刍议按需出版在大数据时代的实现策略,贾音;,新乡学院;,2016
刍议期刊文献的专题大数据挖掘价值——以《临床误诊误治》杂志误诊数据论文策划为例,丁滨;陈晓红1;,《临床误诊误治》杂志社;,2016
领域导向的数字图书馆移动视觉搜索引擎建设研究,张兴旺;郑聪;,桂林理工大学图书馆;中山大学资讯管理学院;,2016
大数据时代的图书馆品牌建设与营销,张浩如;,内蒙古呼和浩特市图书馆;,2016
2013～2015年我国信息资源建设研究的热点问题,肖希明;卢世晴;刘巧园;,武汉大学;,2016
不动产登记档案利用服务的问题与对策分析,张玮琼;,中国人民大学信息资源管理学院;,2016
我国物流企业劳动力成本与用工效率及转型升级——基于我国物流上市企业的数据分析,陶加强;,盐城师范学院商学院;,2016
“互联网+”的模式优势、现存问题与治理建议——一个基于4C理论框架的分析,郝身永;朱礼华;,上海行政学院经济学部;青岛大学商学院经济和社会调查数据中心;,2016
流量覆盖风险——网络小额信贷风险控制新思路,蔡闽;,中山大学岭南学院;广发银行;,2016
信息系统检查法在企业财务在线稽核中的应用,杨扬;杨慧;宋佳;,国网能源研究院;全球能源互联网研究院;国网辽宁省电力有限公司;,2016
大数据时代的语义技术,黄智生;,荷兰阿姆斯特丹自由大学计算机系;北京工业大学未来网络科技高精尖创新中心;,2016
从书信沙龙到开放获取——刍议学术论文形态的演化,胡志刚;侯海燕;林歌歌;,大连理工大学科学学与科技管理研究所;,2016
大数据时代大学生数据素养教育的目标定位及体系构建,张明海;周艳红;,长沙理工大学中国特色社会主义理论体系研究基地;,2016
基于本体论的大数据数字图书馆知识体系构建研究,李燮慧;,柳州职业技术学院图书馆;,2016
新形势下地方政府电子政务数据规划与建设研究,霍小军;袁飚;舒春燕;,苏州工业园区计算机信息中心;诺基亚网络苏州有限公司;,2016
我国发达地区对大学生就业吸引力的测度及其启示——基于珠三角和长三角25个城市数据的比较,王贺;李忠红;,东莞理工学院;,2016
远程教育中Moodle平台的学习支持服务研究,王慧;马东宇;,内蒙古广播电视大学文法学院;,2016
大学院校研究组织机构,常桐善;,加州大学校长办公室;西安外国语大学;,2016
疫苗事件中风险放大的心理机制和社会机制及其交互作用,刘冰月1;,北京师范大学中国社会管理研究院/社会学院;清华大学公共管理学院中国应急管理研究基地;,2016
新形势下机构编制管理的挑战与变革,张进军;,贵州省机构编制委员会;,2016
大数据对银行内审的影响,颜元柳;,福建省农村信用社联合社;,2016
中国影视传播风控研究的新路标:舆情分析路径,陈鹏;徐亚萍;,南开大学传播学系;中国政法大学光明新闻传播学院;,2016
新媒体应用开放平台的云传播网络模型及结构特征分析,李卫东;文竹;,华中科技大学新闻与信息传播学院;,2016
论出版“供给侧改革”的愿景及其进路,何华征;盛德荣;,遵义师范学院马克思主义学院;遵义师范学院商学院;,2016
移动云计算联盟企业数据资产评估方法研究,翟丽丽;王佳妮;何晓燕;,哈尔滨理工大学管理学院;哈尔滨理工大学高新技术产业发展研究中心;,2016
多目标制货币政策框架下的信贷调控与流动性实时管理——基于六部门DSGE模型的金融加速器效应检验,骆祚炎;罗亚南;,广东财经大学金融学院;,2016
关联数据在家谱数字人文服务中的应用,夏翠娟;张磊;,上海图书馆;,2016
大数据时代与经济史计量研究,陈争平;,山东大学经济研究院;清华大学人文学院;,2016
基于网络舆论的金融安全状态监测:框架与验证,聂富强;周玉琴;陈飞;,西南财经大学;,2016
清代缙绅录量化数据库与官员群体研究,任玉雪;陈必佳;郝小雯;康文林;李中清;,上海交通大学历史系;香港科技大学人文社会科学学院社会科学部;,2016
大数据:政治学研究的科学新工具,黄欣荣;,江西财经大学管理哲学研究中心;江西财经大学马克思主义学院;,2016
大数据环境下物流统计的变革,黄璆;,东北财经大学统计学院;,2016
京东供应链融资模式及影响因素分析,何瑛;陈洋;戴逸驰;,北京邮电大学经济管理学院;,2016
电子治理与管理者职责,Karl L?fgren;张贝尔;李汝鹏;,新西兰惠灵顿维多利亚大学政治与公共事务管理学院;,2016
基于大数据思维的统计学若干理论问题,李金昌;,浙江财经大学党委;,2016
大数据在当下出版中的应用研究,鲍娴;蒋小花;,杭州电子科技大学数字媒体与艺术设计学院;,2016
基于四类数据源的国内图书馆学2015年研究动态可视化分析,谭春辉;曾娟;,华中师范大学信息管理学院;,2016
“互联网+”视角下面向科学大数据的数据素养教育研究,李立睿;邓仲华;,武汉大学信息管理学院;,2016
大数据环境下我国意识形态安全风险与治理策略,郑元景;,福建农林大学马克思主义学院;,2016
基于xAPI标准数据的交互式学习资源设计研究,方海光;陈俊达;詹伟华;罗金萍;,首都师范大学教育技术系;北京教育科学研究院;,2016
基于大数据的图书馆智慧墙系统建设研究,郑良光;,汕头市图书馆;,2016
巨灾保险共保体模式适应性的博弈分析,张蕴遐;关恒业;,对外经济贸易大学保险学院;,2016
当下亲历与认知、多模态感官系统与大数据研究模型——以新生婴儿亲历为例,顾曰国;,中国社会科学院语言研究所;,2016
德国个人信息立法的历史分析及最新发展,李欣倩;,中国社会科学院研究生院法学系;,2016
信息共享、信贷可得性和信贷违约风险——基于2004-2014年欧盟国家的经验分析,胡乃红;谷文臣;周宇泽;,上海财经大学金融学院;北京大学数学科学学院;,2016
面向大数据远程开放实验平台构建研究,尹学松;蒋融融;张吉先;齐幼菊;厉毅;,浙江广播电视大学教学中心;浙江广播电视大学教学中心信息教研部;浙江广播电视大学学习资源中心;浙江广播电视大学教务处;,2016
云出版业态下地方高校图书馆服务模式研究,杨静;,吉林工程技术师范学院图书馆;,2016
数据分析常见错误解读,吴占坤;,齐齐哈尔大学经济与管理学院;,2016
大数据时代广告产业核心业态的变革与重塑,马二伟;,重庆工商大学文学与新闻学院;,2016
线下学习数据的分析方法研究,叶俊民;陈曙;郭思培;王嫱;黄朋威;王志锋;,华中师范大学计算机学院;华中师范大学数学与统计学学院;华中师范大学教育信息技术学院;,2016
大数据背景下社会系统优化定量研究,李忱;黄强;,太原科技大学中国系统哲学研究中心;,2016
新媒体时代的学术期刊发展与学术传播平台重构,焦宝;,吉林省社会科学院《社会科学战线》编辑部;,2016
开放数据的内涵认知及其理论基础探析,马海群1;蒲攀;,黑龙江大学信息资源管理研究中心;黑龙江大学信息管理学院;,2016
简论大数据时代编辑的信息处理能力,胥橙庭;张蓓;张彤;,《南京航空航天大学学报(自然版)》编辑部;,2016
大数据时代数字资源的主题标引研究,肖雯;李鑫;,北京市科学技术情报研究所;,2016
中国科学院区域可持续发展分析与模拟重点实验室2016年学术年会暨首届青年学者论坛综述——兼论青年地理学者的责任与担当,陈明星;樊杰;金凤君;,中国科学院区域可持续发展分析与模拟重点实验室;中国科学院地理科学与资源研究所;中国科学院大学;,2016
完善扶贫资金审计的对策研究,刘静;,四川师范大学商学院;西南财经大学博士后流动站;中国政府审计研究中心;,2016
电子数据审计取证模式研究,程铖;李睿;,昆明理工大学;审计署昆明特派办;,2016
危险货物与危险化学品的比较研究,程东浩;,中国民航科学技术研究院;,2016
中国与一带一路沿线国家的跨境物流协作——基于物流绩效指数,刘小军;张滨;,吉林大学珠海学院;,2016
大数据在CPI编制中的应用实践与启示,胡雪梅;,北京师范大学统计学院;,2016
基于产业生态的供应链金融的创新趋势,宋华;,中国人民大学商学院;,2016
中国中小企业竞争情报服务的法律、政策及规划分析,张丽玮;郑彦宁;,首都经济贸易大学信息学院;中国科学技术信息研究所;,2016
网络舆情研究路径分析,彭知辉;,中国人民公安大学公安情报研究中心;,2016
大数据时代我国高校意识形态安全的现状与对策,卢建有;臧宏;,东北师范大学思想政治教育研究中心;,2016
通向人工智能时代——兼论美国人工智能战略方向及对中国人工智能战略的借鉴,何哲;,国家行政学院公共管理教研部;,2016
推行环保垂直管理  破解地方保护难题,孙佑海;,天津大学法学院;,2016
环境规制与高耗能行业结构升级研究综述,陈帅;,上海理工大学管理学院;,2016
城市环境风险评估的国内外研究进展及展望,甄茂成;高晓路;,中国科学院地理科学与资源研究所;中国科学院大学;,2016
智慧养老服务的国家战略需求和关键科学问题,华中生;刘作仪1;孟庆峰1;雒兴刚;霍宝锋;卞亦文;李四杰;杨翼;金庆伟;,NA,2016
网络舆情传播模式解析与重构研究,周昕;黄微;滕广青;李瑞;,吉林大学管理学院;东北师范大学计算机科学与信息技术学院;,2016
数据生命周期视角中的个人隐私信息保护——对移动APP服务协议的内容分析,李卓卓;马越;李明珍;,苏州大学社会学院;浙江省科技信息研究院;,2016
被遗忘权法律保护研究,陈娜;王璇;,NA,2016
国家图书馆数据管理与分析平台建设,张宁;李雪莲2;,国家图书馆;,2016
信息技术促进教育公平整体推进策略的转移逻辑,熊才平;丁继红;葛军;胡萍;,华南师范大学教育信息技术学院;,2016
大数据时代的乡村治理审视与现代化转型,张春华;,广东金融学院马克思主义学院;,2016
基于大数据的在线学习情绪测量模型构建,晋欣泉;王林丽2;杨现民2;,江苏师范大学智慧教育学院;,2016
论我国金融消费者信息权保护的立法完善——基于大数据时代金融信息流动的负面风险分析,张继红;,NA,2016
大数据时代小微企业智能审贷问题研究,谢清河;,NA,2016
数据挖掘在专刊组稿策划中的应用,白娅娜;武英刚;宫在芹;代艳玲;,煤炭科学研究总院出版传媒集团《洁净煤技术》编辑部;煤炭科学研究总院出版传媒集团;,2016
科技期刊编辑新媒体出版能力的培育,李雪莲3;王占坤;崔晓健;邱文静;袁泽轶;李晓光;董艺;张彤1;,国家海洋信息中心《海洋通报》《海洋信息》编辑部;,2016
对偶性在线性规划预处理中的应用分析,胡艳杰;黄思明;N.Adrien;武昱;,中国科学院科技战略咨询研究院;中国科学院大学;,2016
网络昵称与P2P借贷的成功率和违约率,郭峰;,北京大学国家发展研究院;,2016
大数据背景下网络空间安全人才培养机制与模式研究,杨良斌;周新丽;刘思涵;桑梓森;王瑾;,NA,2016
利益相关者视角下政府数据开放价值生成机制研究,沈晶;胡广伟;,NA,2016
明清时期苏浙皖沪干湿变化规律研究,李禧亮;任改莎;张立霞;冯洋;孙云;,石家庄市气象局;石家庄市鹿泉区气象局;,2016
数据挖掘在医学期刊战略选择中的见与谏,董晶;左焕琮;金东;张玉琪;,清华大学玉泉医院《临床转化神经医学(英文)》杂志;清华大学玉泉医院神经外科;中华医学会杂志社;,2016
我国网络舆情热度分析文献综述,胡改丽;陈婷;陈福集;郑小雪;,福州大学经济与管理学院;福建农林大学交通学院;,2016
基于文献数据可视化的知识发现模型研究,高劲松;李迎迎;梁艳琪;孙玉琦;,华中师范大学信息管理学院;,2016
基于动态数据挖掘的物流信息分析模型研究,张玉峰1;曾奕棠1;,武汉大学信息资源研究中心;,2016
北京市主城区餐馆空间分布格局研究,谭欣;黄大全;赵星烁;,北京师范大学地理学与遥感科学学院;环境遥感与数字城市北京市重点实验室;住房和城乡建设部城乡规划管理中心;,2016
基于决策依赖度的粗糙集约简模型研究,陈鑫影;李冠宇;刘彦含;,大连海事大学信息科学技术学院;大连交通大学软件学院;,2016
"八年铸一剑,锋从磨砺出——《医学信息检索学》评介",夏旭;,南方医科大学图书馆;,2016
“中国电影观众满意度调查”2015年度总体情况,孙向辉;边静;欧万勇;,中国电影艺术研究中心;艺恩咨询公司;,2016
电子商务核心岗位能力要求分析——基于高校人才培养视角,殷彬;陶安;,电子科技大学中山学院;,2016
基于云聚类挖掘的物流信息智能分析方法研究,张玉峰1;曾奕棠1;,武汉大学信息资源研究中心;,2016
一种基于句法规则的文本挖掘技术的设计,宁琳;,重庆交通大学图书馆;,2016
中国大陆科学数据领域研究热点分析——基于知识图谱,周志峰;,武汉大学信息管理学院;温州大学图书馆;,2016
基于图书馆数字资源访问系统的读者行为数据挖掘研究,周欣;陆康;,南京晓庄学院图书馆;,2016
大数据时代的汉语中介语语料库建设,郑通涛;曾小燕;,厦门大学海外教育学院;,2016
论创立教育信息化战略规划学,王运武;,"江苏师范大学智慧教育学院,江苏省教育信息化工程技术研究中心;",2016
知识图谱分析视角下学习分析的学术群体与热点追踪——对历年“学习分析与知识国际会议”的元分析,牟智佳;俞显;,北京师范大学教育学部;宁波市教育考试院;,2016
财经新闻与股市预测——基于数据挖掘技术的实证分析,孔翔宇;毕秀春;张曙光;,中国科学技术大学统计与金融系;,2016
数据新闻:报道方式的创新与拓展,闫婷;李明德;,西安交通大学新闻与新媒体学院;,2016
基于文本挖掘的学习分析应用研究,刘三女牙;彭晛;刘智;孙建文;刘林星1;郑年亨;,华中师范大学国家数字化学习工程技术研究中心;,2016
智慧学习环境下基于学习分析的干预机制研究,唐丽;王运武;陈琳;,江苏师范大学智慧教育学院;,2016
基于地理坐标的微博事件检测与分析,李进华;安仲杰;,华中师范大学信息管理学院;,2016
百度学术搜索与超星发现系统比较分析及评价,覃燕梅;,广东技术师范学院图书馆;,2016
基于动态数据挖掘的物流信息智能分析策略研究,张玉峰2;曾奕棠2;郝彦;,武汉大学信息管理学院;武汉东湖学院;武汉大学计算机学院;,2016
语义增强的科技创新内容表征研究,白如江;祝娜;王效岳;,山东理工大学科技信息研究所;,2016
网络一代个人数据隐私悖论行为研究——以微信使用为例,袁红;侯雅婷;,南通大学管理学院;南京航天航空大学计算机科学与技术学院;,2016
大数据环境下的图书馆竞争情报服务发展对策研究,黄秀满;,广东农工商职业技术学院图书馆;,2016
中国企业国际化背景下的制度距离文献计量分析,严若森;钱晶晶;,武汉大学经济与管理学院;,2016
政府网站原生数字政务信息云归档模型及策略研究,王萍;黄新平;陈为东;李亚男;,吉林大学管理学院;,2016
法院分案系统的检视与重构——以X法院刑事案件分配为例,王小新;,江苏省泰州市中级人民法院;,2016
大数据时代的可视化教育:多元基础与理性建构,王秀丽;胡玉康;,西安外国语大学新闻与传播学院;陕西师范大学美术学院;,2016
MOOCs交互模式聚类研究,孙洪涛;李秋劼;郑勤华2;,中央民族大学现代教育技术部;加州大学尔湾分校教育学院;北京师范大学教育学部;,2016
运用数据分析方法缩短科技期刊论文发表周期,龙静;孙云志;,中国科学院数学与系统科学研究院期刊学会部《数学学报》编辑部;,2016
“情报学”与“计算机跨学科应用”的学科交叉对比研究,岳增慧;许海云;郭婷;方曙;,济宁医学院医学信息工程学院;中国科学院成都文献情报中心;中国科学院大学;,2016
基于自适应集成分类器的数据流概念漂移算法,姜爱克;赵峰;张杰;,北京交通大学经济管理学院;山东科技大学经济管理学院;,2016
国际信息可视化知识族群:演化、聚类及迁徙研究,张敏2;霍朝光;霍帆帆;吴郁松;,武汉大学信息资源研究中心;河北工程大学经济管理学院;,2016
我国地方政府债务风险的量化分析,杨龙光;林兆彬;,首都经济贸易大学金融学院;西南财经大学经济学院;,2016
性别与信用:非法集资主角的微观个体特征——基于网络数据挖掘的分析,丁骋骋;邱瑾;,浙江财经大学金融学院;浙江财经大学数学与统计学院;,2016
C2C电子商务模式下中国“淘宝村”的空间聚集格局与影响因素,朱邦耀;宋玉祥;李国柱;于婷婷;,东北师范大学地理科学学院;吉林师范大学旅游与地理科学学院;,2016
国际远程教育领域相关性研究应用图景——基于国际远程教育学术期刊的质性元分析,冯晓英;刘月;宋琼;张艳霞;,北京师范大学远程教育研究中心;北京语言大学网络教育学院;,2016
基于新三维客户细分模型的线上会员客户价值研究,叶志龙;黄章树;,福州大学经济与管理学院;,2016
家谱关联数据服务平台的开发实践,夏翠娟;刘炜;陈涛;张磊;,上海图书馆系统网络中心;上海图书馆;中国科学院上海生命科学信息中心;,2016
基于内容分析法的旅游微博主题研究——以国家旅游局新浪微博为例,廉同辉;余菜花;袁勤俭;,安徽工程大学管理工程学院;南京大学信息管理学院;南京信息工程大学经济管理学院;,2016
引文网络的社团划分研究进展综述,肖雪;陈云伟;邓勇;,中国科学院大学;中国科学院成都文献情报中心;,2016
浅析大数据背景下的数字图书馆知识发现系统,王宁;,天津图书馆;,2016
基于共现网络国际竞争情报研究的知识图谱分析,郝哲;,河南牧业经济学院图书馆;,2016
网络交易垃圾评论智能识别研究,赵静娴;,天津科技大学经济与管理学院;,2016
环境移民国际研究态势的文献计量评价,王鹏龙;王勤花;安培浚;李恒吉;,中国科学院兰州文献情报中心/资源环境科学信息中心;,2016
开放知识社区用户分类研究——以中文维基百科为例,陈耀华;杨现民2;,北京师范大学远程教育研究中心;江苏师范大学智慧教育学院;,2016
基于教育数据挖掘的网络学习过程监管研究,施佺;钱源;孙玲;,南通大学教育科学学院;南通大学电子信息学院;,2016
基于关联数据的知识发现模型构建研究,高劲松;李迎迎;刘龙;梁艳琪;,华中师范大学信息管理学院;,2016
推行数据挖掘与可视化管理实现企业价值增长,高建敏;龙波;王泽书;,浙江正泰电器股份有限公司;,2016
基于微信平台的高校读者积分系统设计与开发,李琳琳;,黑龙江科技大学;,2016
基于北京公交刷卡数据和兴趣点的功能区识别,韩昊英;于翔;龙瀛;,浙江大学建筑工程学院;浙江大学环境与资源学院;清华大学建筑学院;,2016
时空信息聚合:“多规合一”信息化研究,王俊;陈行;黎栋梁;,广州市城市规划自动化中心;广州市城市规划自动化中心规划研究部;,2016
现代文化产业的普惠型互联网金融支持,陈禹;罗子欣;,四川大学经济学院;四川养老与老年健康协同创新中心;四川省社会科学院;,2016
眼动追踪技术与婴幼儿研究:程序、方法与数据分析,王福兴;童钰;钱莹莹;谢和平;,华中师范大学心理学院;,2016
城市社区养老服务质量评价——基于粗糙集方法的数据挖掘,蔡中华;王一帆;董广巍;,北京化工大学经济管理学院;,2016
学者库建设与服务中的著作权侵权控制研究,吉宇宽;,河南大学文献信息研究所;,2016
基于数据挖掘技术的社区矫正人员再犯风险评估,吴之欧;方翌;,温州大学;贵州省社会科学院;,2016
以新发展理念引领高等教育质量监测数据平台建设,王战军;乔刚;,北京理工大学学位与研究生教育研究中心;延安大学教育科学学院;北京理工大学教育研究院;,2016
足球运动中的唯象理论实证研究——以国家(地区)经济实力与运动成绩关系为例,傅鸿浩;张廷安;,北京体育大学;,2016
商业银行信息系统内部威胁的“知识发现”与“内控管理”,刘国城;,南京审计大学会计学院;江苏省金融工程重点实验室;,2016
三种数据挖掘算法在电子病历知识发现中的比较,牟冬梅;任珂;,吉林大学公共卫生学院;武汉大学信息管理学院;,2016
网络谣言传播中群体态度演变研究,沈超;朱庆华;沈洪洲;,南京邮电大学管理学院;南京大学信息管理学院;,2016
微信研究回顾与展望,黄炜;余辉;李岳峰;,湖北工业大学经济与管理学院;武汉理工大学管理学院;,2016
社会信息化情境下用户在线评论数据挖掘模型构建研究——以汽车行业负面观点评论自动抽取系统为例,姜霖;,南京大学信息管理学院;江苏省数据工程与知识服务重点实验室;,2016
数据驱动的移动用户行为研究框架与方法分析,黄文彬;吴家辉;徐山川;王军;,北京大学信息管理系;,2016
网络信息环境下读者隐私保护策略研究,陆康;,南京晓庄学院图书馆;,2016
中国环保物联网专利发展动态专利情报研究,刘庆红;,吉林省经济管理干部学院;,2016
高校图书馆科学数据服务的现状调研与对策研究,张群;李爱国;,江南大学;东南大学;,2016
线上会员客户流失的建模与预测研究,叶志龙;黄章树;,福州大学经济与管理学院;,2016
创业团队文化多样性与互联网创业融资——基于产品众筹数据的实证分析,刘刚;王泽宇;,中国人民大学商学院;中国人民大学企业管理系;,2016
全球低碳汽车技术合作创新网络演化路径研究,陈文婕;曾德明;邹思明;,中南林业科技大学商学院;湖南大学工商管理学院;,2016
科技型中小企业创新效率评价研究——基于科技金融政策投入视角,苑泽明;李田;王红丽1;,天津财经大学商学院;,2016
基于模糊划分的自组织模糊特征提取算法研究,赵珩君;肖进;汪涛;,四川广播电视大学经济管理学院;四川大学商学院;,2016
美国对外使用武力的历史考察,王玮;,中国社会科学院美国研究所;,2016
学习分析视域下的学习者模型研究脉络与进展,马志强;苏珊;,江南大学;,2016
中国房地产网络舆情分析,朱建平;谢邦昌1;骆翔宇;范新妍;曾武雄;郑陈璐;,厦门大学管理学院;厦门大学数据挖掘研究中心;厦门大学经济学院;,2016
Wattpad:社会化阅读社区探析,徐丽芳;曾李;,武汉大学信息管理学院;,2016
基于数据挖掘的上市公司信用评级变动预测,盛夏;李斌;张迪1;,武汉大学经济与管理学院;,2016
竞争情报研究现状评析和未来展望,孙红霞;生帆;马鸿佳;,吉林大学管理学院;,2016
开放获取期刊集成服务权益问题研究,章岑;刘静羽;黄金霞;,中国科学院文献情报中心;中国科学院大学;,2016
出版企业的数据挖掘与印数管理,吕建生;,北京师范大学出版集团;北京师范大学出版社;,2016
数据挖掘技术在图书精准营销中的应用探析,陶楠;,哈尔滨师范大学管理学院;,2016
从数字图书馆到数据图书馆——大数据时代的图书馆服务范式转变,谭影虹;,广东江门新会景堂图书馆;,2016
基于GPS数据的旅游时空行为评价研究,黄潇婷;李玟璇;张海平;卿前龙;,山东大学管理学院;南京师范大学虚拟环境教育部重点实验室;广东金融学院休闲产业与高端服务业研究中心;,2016
基于数据挖掘的商业银行对公信贷资产质量审计研究,吕劲松;王志成;隋学深;徐权;,审计署重庆特派办;审计署金融审计司;审计署审计科研所;,2016
“朋友圈”优势、内群体条件与互联网创业——基于整合社会认同与嵌入理论的新视角,刘刚中;王泽宇;程熙鎔;,中国人民大学商学院;,2016
C2B商业模式的研究综述与发展展望,韩煜东;郭锦锦;张子健;,重庆交通大学经济与管理学院;,2016
突发事件应急管理方法研究进展专辑序言,刘奕;许伟;乔晗;范维澄;,清华大学公共安全研究院/工程物理系;中国人民大学信息学院;中国科学院大学经济与管理学院;,2016
基于数据挖掘的公开网络军事情报分析研究,张月婷;韩全惜;,南京政治学院上海校区;,2016
卡内基高校分类的新动向——2015版卡内基选择性社会服务分类研究,潘黎;崔慧丽;,辽宁师范大学教育学院;,2016
社会化标注环境下基于活跃度指数的图书特色挖掘研究,林鑫;石宇;,华中师范大学信息管理学院;武汉大学信息管理学院;,2016
基于多学科支撑的智库可持续发展模式研究,李春美;魏凤;,中国科学院武汉文献情报中心;中国科学院大学;,2016
基于SARIMA-GMDH的CPI组合预测模型,皮进修;赵清俊;彭建文;,重庆师范大学数学学院;,2016
营销数据勘探的路径构建研究,范苗苗;陆颖;吴小丁;,吉林大学商学院;,2016
第八届国际数据挖掘与应用统计研究会学术简述,李勇1;张敏1;朱建平;,重庆工商大学;云南财经大学;厦门大学;,2016
国际突发公共卫生事件研究热点与前沿的可视化分析,王佳妮1;程实;,吉林省突发公共卫生事件处置服务中心综合科;吉林省人民医院团委;,2016
美国马里兰州早期儿童数据系统的建设与启示,徐小妮;郭力平;刘昆;,华东师范大学学前教育系;,2016
国内远程开放教育学习者特征研究的五年综述——以2010-2014年核心期刊文献为例,孙治国;孙丽青;赵铁成;刘娜;王迎;,青岛广播电视大学;青岛广播电视大学教务处;青岛广播电视大学导学科研处;国家开放大学教育研究院;,2016
电子商务市场产品多元化战略的销售绩效及驱动因素研究,郑云坚;程熙鎔;王丹;,福州大学经济与管理学院;中国人民大学商学院;,2016
数据驱动型管理:社交媒体分析技术及其管理应用研究综述,张伟2;李晓丹;,西安理工大学经济与管理学院;,2016
基于C5.0决策树建模的读者借阅频度分析,彭莹;,电子科技大学图书馆;,2016
我国本体构建及应用分析——基于专利和文献共同演进的视角,张维冲;孟浩;,中国科学技术信息研究所;,2016
基于过程挖掘的图书馆服务流程优化研究,曾光;明均仁;童旺宇;,华中科技大学出版社职教分社;武汉工程大学管理学院;湖北工业大学计算机学院;,2016
基于关联数据的知识发现技术述评,崔家旺;李春旺;,中国科学院文献情报中心;,2016
利用VBA程序和HTTPS协议获取参考文献的DOI信息,侯修洲;黄延红;,中国科学杂志社;,2016
运算转向:数据新闻生产的新路径,冯炜;谢誉元;,山东大学文学与新闻传播学院;,2016
大陆居民赴台湾自由行旅游流网络分析及演化研究,吴中堂;刘建徽;袁俊;,深圳大学师范学院;,2016
“互联网+”背景下传统零售业转型的思考,郭燕;陈国华;陈之昶;,淮海工学院商学院;,2016
心理软计算的理论和应用,余嘉元;,南京师范大学心理学院;,2016
从传播学视角思考网络舆情的应对之策,刘新业;,沈阳大学音乐与传媒学院;,2016
初中级汉语口语课课堂练习数据解析,周梦圆;陆凯英;,北京语言大学对外汉语研究中心;,2016
汉语语法课堂教学师生会话结构和功能分析,袁萍;,北京语言大学对外汉语研究中心;,2016
数据类岗位招聘需求调查及对图情学科人才培养的启示,黄崑;王凯飞;王珊珊;周晓燕;,北京师范大学政府管理学院;,2016
拥抱数据科学,安璐1;,武汉大学信息管理学院;,2016
哥大新闻学院数据新闻教学的解读与借鉴,陈积银;杨廉;,西北师范大学传媒学院;,2016
数据新闻如何从“吸人眼球”到“动人心魄”——“数据链”强化叙事功能的研究,李祖平;,浙江省科技信息研究院《今日科技》杂志社;,2016
网络舆情分析的统计思维,朱建平;,厦门大学;,2016
网络舆情动态分析研究,陈忆金;黄彦齐;,仲恺农业工程学院信息科学与技术学院;中山大学资讯管理学院;,2016
基于专利地图的地方产业技术演化路径研究——以广西制糖业为例,张林;李俭星;,广西大学商学院;,2016
基于互联网的产业集群信息管理促进机制研究,王旭磊2;张恒瑞;杨霞;,吉林大学管理学院;,2016
基于互联网思维的图书馆阅读推广思路探讨,阚德涛;钱军;,南京邮电大学图书馆;,2016
基于LASSO方法的企业财务困境预测,杨青龙;田晓春;胡佩媛;,中南财经政法大学统计与数学学院;,2016
微媒体文本热点事件的发现与跟踪,王宗尧;刘金岭;,淮阴工学院管理工程学院;淮阴工学院计算机与软件工程学院;,2016
基于数据挖掘的网络教育学习成绩细分预测的研究与实现——以本科成人学位英语考试为例,孙力;张凯1;丁波;,江南大学信息化研究中心;江南大学人文学院;,2016
马克思主义理论学科期刊关注热点研究——基于期刊发文的计量分析,姜庆国;,中国社会科学院中国社会科学评价中心;,2016
我国新媒体平台数据新闻的实践,滕锐;,东北师范大学传媒科学学院;,2016
大数据创新公共文化服务研究,刘炜;张奇;张喆昱;,上海图书馆;,2016
空间分辨率对总初级生产力模拟结果差异的影响,王苗苗;周蕾;王绍强;汪小钦;孙雷刚;,福州大学空间数据挖掘与信息共享教育部重点实验室福建省空间信息工程研究中心;中国科学院地理科学与资源研究所生态系统网络观测与模拟重点实验室;河北省科学院地理科学研究所;,2016
SCS及其对纸质馆藏绩效评估和价值分析的意义,许娜;闫智;杨红;刘海涛1;,吉林大学图书馆;吉林大学纪委办公室监察处;,2016
试析经济合作与发展组织基础教育发展监测机制,李桂荣;尤莉;,河南大学教育行动国际研究中心;,2016
近十五年来科学数据管理领域国际组织实践研究,黄如花;周志峰;,武汉大学信息管理学院;武汉大学信息资源研究中心;温州大学图书馆;,2016
“互联网+”时代大学生安全教育探索,郑恒毅;王伟东1;刘瑜;,重庆大学党委保卫部(处);,2016
论教育学眼中的教育实践,杨开城;,北京师范大学教育技术学院;,2016
数据驱动的高校图书馆监测评估:内涵、方法与反思,李振玲;徐萍1;,中国海洋大学图书馆;,2016
网络语料库分析系统CQPweb的建设及应用——以HZAU CQPweb为例,刘萍;吴良平;,华中农业大学外国语学院;湖南商学院国际教育学院;北京外国语大学中国外语教育研究中心;,2016
基于慕课和语料库驱动的大学英语混合式教学模式研究,孙慧;魏芳芳;,青岛黄海学院基础教学部;,2016
汉语成语语义韵的演变论略,胡雪婵;吴长安;,东北师范大学国际汉学院;东北师范大学文学院;,2016
数据治理——图书馆事业的发展机遇,顾立平;,中国科学院文献情报中心科技信息政策研究咨询与服务中心;中国科学院大学经济与管理学院;,2016
数据驱动的馆藏建设趋势及实践案例,王丹丹;,河南科技大学管理学院;,2016
